Partner_ID,Partner_Name,Intern_ID,Intern_Name,Intern_Assigned_To,Service_Type,Fee_Charged,Payment_Status,Country,Start_Date,End_Date,Intern_Hours,Feedback_Rating
P007,Skyline Inc.,I1604,Elizabeth Griffith,Skyline Inc.,SEO,709,Failed,UK,2023-12-03,2024-10-07,657.0,bad
P004,TechBridge,I1605,Anthony Ingram,TechBridge,Analytics,1060,Pendig,Canda,2024-11-10,2025-03-11,,5
P002,CloudSoft,I1606,Willie Walsh,CloudSoft,Social Media,1162,Pending,UK,2024-05-27,2025-01-14,912.0,2
P005,Skyline Inc.,I1607,Andrew Jones,Skyline Inc.,Branding,USD689,Pendig,Canada,2025-01-05,2025-06-08,,Good
P004,InfinitX,I1608,Victoria Lee,InfinitX,Social Media,1956,Pendig,Naija,2023-11-18,2024-02-21,159.0,4
P001,Alpha Tech,I1609,Andrew Evans,Alpha Tech,Branding,USD1726,Pendig,Nigeria,2025-02-22,2025-10-19,716.0,5
P004,TechBridge,I1610,Rachael Greene,TechBridge,Masterclass,$1160,Paid,USA,2024-08-02,2024-11-26,,poor
P006,CloudSoft,I1611,John Ward,CloudSoft,Masterclass,1350,Pending,Canada,2024-03-06,2024-03-11,121.0,
P009,Green Energy,I1612,Shane Koch,Green Energy,Growth Strategy,USD767,Pending,United States,2025-03-04,2025-05-30,747.0,4
P007,TechBridge,I1613,Michelle Ward,TechBridge,Web Dev,USD1280,Fail,Canda,2024-10-27,2025-07-26,,1
P009,Betta Ltd.,I1614,Ashley Velasquez MD,Betta Ltd.,Analytics,USD728,Failed,United States,2023-11-24,2024-09-20,,3
P005,Nova Systems,I1615,Troy Wilson,Nova Systems,Analytics,203USD,Failed,USA,2024-12-10,2025-09-08,,bad
P005,Skyline Inc.,I1616,Dean Green,Skyline Inc.,Web Dev,$716,Failed,UK,2024-11-30,2025-06-13,,4
P009,CloudSoft,I1617,Robert Roberts,CloudSoft,Masterclass,1667,Fail,UK,2025-01-08,2025-06-13,481.0,4
P003,Alpha Tech,I1618,Brittney Lucas,Alpha Tech,Masterclass,USD362,Fail,Naija,2024-10-25,2025-03-19,,1
P002,CloudSoft,I1619,Charlene Ruiz,CloudSoft,Masterclass,1689USD,Fail,USA,2024-03-01,2024-04-13,871.0,
P004,InfinitX,I1620,Mrs. Tammy Wolf,InfinitX,Branding,1474USD,Pendig,U.K.,2025-08-21,2025-12-11,1195.0,3
P002,Alpha Tech,I1621,Robert Moreno,Alpha Tech,Cloud Migration,327,Pending,Canada,2025-07-03,2025-11-17,787.0,poor
P001,Alpha Tech,I1622,Melissa Church,Alpha Tech,Growth Strategy,$1722,Pending,UK,2024-04-25,2024-07-19,738.0,3
P007,CloudSoft,I1623,Diana Fernandez,CloudSoft,Masterclass,USD1296,Fail,United States,2025-02-06,2025-07-15,1031.0,4
P007,TechBridge,I1624,Cory Alvarez,TechBridge,Social Media,180,Pending,UK,2024-06-20,2025-03-25,,4
P010,TechBridge,I1625,Rachel King,TechBridge,Branding,USD1895,Pendig,Canada,2023-10-11,2025-01-16,,1
P007,EcoTrans,I1626,Michael Foster,EcoTrans,Analytics,141,Pending,Germany,2023-11-13,2025-05-27,,4
P006,Betta Ltd.,I1627,,Betta Ltd.,SEO,USD1300,Fail,Nigeria,2024-08-20,2024-12-10,414.0,bad
P005,CloudSoft,I1628,Kelsey Todd,CloudSoft,Masterclass,USD1386,Fail,U.K.,2024-12-07,2025-05-07,325.0,5
P007,Betta Ltd.,I1629,Justin Dixon,Betta Ltd.,Growth Strategy,384,Pending,USA,2023-10-09,2024-11-23,,4
P006,CloudSoft,I1630,Luke Davis,CloudSoft,Social Media,$648,Pending,U.K.,2025-05-27,2025-09-10,357.0,5
P007,Betta Ltd.,I1631,Ruth Lara,Betta Ltd.,Cloud Migration,546USD,Paid,Canada,2025-01-06,2025-02-16,,Good
P007,Green Energy,I1632,Steven Miller,Green Energy,Analytics,USD1057,Fail,Canda,2024-06-05,2025-05-29,,4
P004,Nova Systems,I1633,Justin Moore,Nova Systems,Cloud Migration,1144USD,Failed,Germany,2024-10-01,2025-05-12,409.0,bad
P004,InfinitX,I1634,,InfinitX,Web Dev,USD497,Failed,Canada,2025-07-16,2025-08-26,719.0,excellent
P006,Skyline Inc.,I1635,Sara Hardy,Skyline Inc.,Growth Strategy,1218,Paid,Nig,2024-06-13,2024-08-10,,3
P006,CloudSoft,I1636,David Jones,CloudSoft,Social Media,$1285,Paid,Germany,2025-05-28,2025-07-23,253.0,Good
P008,EcoTrans,I1637,Ryan Villa,EcoTrans,Growth Strategy,USD299,Pending,Canda,2024-04-02,2025-08-30,,2
P005,CloudSoft,I1638,Emily Kelly,CloudSoft,SEO,USD1875,Pending,Canda,2024-02-18,2025-07-24,780.0,3
P010,Green Energy,I1639,Brandon Haas,Green Energy,Social Media,332USD,Fail,Nigeria,2023-11-22,2024-01-05,892.0,1
P004,Betta Ltd.,I1640,Tiffany Gonzalez,Betta Ltd.,Social Media,$978,Failed,Canda,2025-05-10,2025-11-15,,2
P005,EcoTrans,I1641,Nicole Fisher,EcoTrans,Social Media,USD1981,Failed,U.K.,2024-09-20,2025-04-24,1045.0,poor
P004,InfinitX,I1642,Jose Maldonado,InfinitX,SEO,$1693,Pendig,Nig,2025-07-07,2025-09-29,630.0,1
P005,DataCore,I1643,Melanie Martinez,DataCore,Social Media,870USD,Pending,Naija,2024-02-25,2024-07-29,361.0,3
P007,InfinitX,I1644,Lynn Cooley,InfinitX,SEO,384,Fail,Canda,2024-06-27,2025-01-26,,3
P001,Nova Systems,I1645,Lisa Hernandez,Nova Systems,Masterclass,USD1978,Pendig,Nigeria,2025-04-20,2025-09-17,432.0,3
P001,CloudSoft,I1646,,CloudSoft,Branding,$596,Failed,UK,2025-02-05,2025-04-10,,4
P009,Betta Ltd.,I1647,Melvin Crosby,Betta Ltd.,Masterclass,$1713,Pending,Nig,2024-04-16,2025-03-06,,bad
P007,TechBridge,I1648,Teresa Rhodes,TechBridge,Analytics,USD1947,Pending,Canada,2023-09-22,2025-01-18,961.0,5
P009,Green Energy,I1649,Kevin Garcia,Green Energy,Branding,$1553,Pending,Nig,2025-08-15,2025-11-08,,poor
P007,EcoTrans,I1650,,EcoTrans,Social Media,USD144,Failed,Naija,2025-03-08,2025-10-16,,
P004,Nova Systems,I1651,Joseph Austin,Nova Systems,Growth Strategy,USD102,Fail,United States,2025-09-05,2025-09-24,75.0,1
P008,InfinitX,I1652,Stacy Bryant,InfinitX,Analytics,1569USD,Pending,UK,2025-05-09,2025-08-14,801.0,1
P010,InfinitX,I1653,Angela Lin,InfinitX,Branding,757,Pendig,United States,2024-07-23,2025-11-25,750.0,bad
P007,Green Energy,I1654,Antonio Jackson,Green Energy,Branding,$1949,Pendig,UK,2024-06-16,2025-05-16,,5
P007,Skyline Inc.,I1655,Adrian Herrera,Skyline Inc.,Cloud Migration,649USD,Pending,U.K.,2024-10-04,2024-12-24,638.0,4
P003,Betta Ltd.,I1656,Jeremy Richardson,Betta Ltd.,Social Media,$1537,Failed,UK,2024-08-03,2024-12-24,143.0,4
P003,CloudSoft,I1657,Valerie Bell,CloudSoft,SEO,1740USD,Pending,United States,2025-05-14,2025-06-24,,Good
P006,DataCore,I1658,Brian Pena,DataCore,Cloud Migration,$972,Pending,UK,2024-12-18,2025-05-31,444.0,bad
P002,EcoTrans,I1659,Maria Reeves,EcoTrans,SEO,1027USD,Pending,Naija,2024-02-13,2025-04-02,483.0,4
P003,EcoTrans,I1660,Sheila Moreno,EcoTrans,Masterclass,USD870,Pending,UK,2024-11-26,2025-07-05,186.0,Good
P004,Alpha Tech,I1661,Andrea Pennington,Alpha Tech,Growth Strategy,USD374,Failed,UK,2025-06-09,2025-08-05,,Good
P010,Green Energy,I1662,Cindy Guerrero,Green Energy,SEO,USD480,Paid,Canada,2024-11-06,2025-09-04,,4
P004,DataCore,I1663,Brenda Davis,DataCore,Masterclass,USD948,Paid,USA,2024-02-25,2025-08-14,704.0,Good
P006,Skyline Inc.,I1664,Michael Collins,Skyline Inc.,Cloud Migration,$1178,Pending,U.K.,2025-02-04,2025-02-15,,3
P005,Green Energy,I1665,Robert Baker,Green Energy,Web Dev,USD864,Fail,Germany,2025-08-31,2025-11-21,1169.0,
P003,Betta Ltd.,I1666,,Betta Ltd.,Branding,$798,Paid,USA,2024-09-25,2025-01-20,175.0,3
P008,Skyline Inc.,I1667,Brianna Schmidt,Skyline Inc.,Cloud Migration,$950,Fail,Germany,2025-09-03,2025-09-08,76.0,4
P010,Betta Ltd.,I1668,Christina Gutierrez,Betta Ltd.,SEO,243USD,Failed,Nig,2025-08-31,2025-10-29,98.0,Good
P009,Nova Systems,I1669,Samantha Olson,Nova Systems,Analytics,1144,Failed,U.K.,2024-02-04,2025-10-05,783.0,excellent
P005,DataCore,I1670,Steven Davis,DataCore,Branding,500USD,Paid,Canda,2024-06-01,2025-02-16,399.0,2
P008,Alpha Tech,I1671,Caleb Howard,Alpha Tech,SEO,1279USD,Paid,USA,2024-10-10,2025-11-09,,bad
P007,Green Energy,I1672,Chelsea Green,Green Energy,Cloud Migration,1950,Failed,Canda,2025-01-03,2025-03-14,148.0,1
P004,Nova Systems,I1673,Justin Foster,Nova Systems,Growth Strategy,500,Pendig,Canada,2024-12-04,2025-03-24,1089.0,excellent
P003,CloudSoft,I1674,Jennifer Walker,CloudSoft,Growth Strategy,1843,Fail,Canda,2023-12-05,2024-01-11,141.0,bad
P008,CloudSoft,I1675,Amanda Casey,CloudSoft,SEO,$991,Pendig,United States,2025-07-21,2025-07-23,948.0,1
P007,InfinitX,I1676,Shannon Cruz,InfinitX,Masterclass,1521USD,Fail,Naija,2025-04-27,2025-05-20,,5
P001,TechBridge,I1677,Sheila Patterson,TechBridge,Masterclass,USD764,Pendig,UK,2024-05-22,2025-04-05,628.0,4
P009,Alpha Tech,I1678,Megan Edwards,Alpha Tech,Growth Strategy,$291,Pending,Canada,2025-06-02,2025-12-15,,4
P009,TechBridge,I1679,Grace Cobb,TechBridge,Branding,195,Paid,Naija,2023-10-07,2025-07-16,312.0,Good
P001,InfinitX,I1680,Mrs. Pamela Adams,InfinitX,Social Media,1975,Paid,Nig,2024-05-19,2025-12-12,,4
P010,Betta Ltd.,I1681,Ashley Lee,Betta Ltd.,Branding,USD838,Paid,USA,2024-05-02,2024-07-06,819.0,Good
P005,Alpha Tech,I1682,Melissa Schmidt,Alpha Tech,Cloud Migration,USD1005,Paid,Germany,2024-09-26,2025-05-10,757.0,5
P007,Alpha Tech,I1683,Darryl Guerra,Alpha Tech,Growth Strategy,772USD,Fail,Canda,2024-04-22,2024-11-02,166.0,2
P001,EcoTrans,I1684,Steven Sutton,EcoTrans,Analytics,USD1697,Fail,UK,2025-03-02,2025-03-11,,excellent
P010,Skyline Inc.,I1685,Jennifer Taylor,Skyline Inc.,Growth Strategy,937,Fail,U.K.,2024-04-03,2024-10-05,68.0,2
P005,EcoTrans,I1686,Brandon Evans,EcoTrans,Social Media,USD1454,Paid,Naija,2025-03-18,2025-05-07,,
P009,Betta Ltd.,I1687,Caitlin Rodriguez,Betta Ltd.,Branding,357USD,Failed,Nig,2025-06-08,2025-07-10,602.0,
P003,Nova Systems,I1688,Ronald Valencia,Nova Systems,Branding,1883USD,Pendig,U.K.,2025-07-04,2025-09-26,747.0,2
P005,Skyline Inc.,I1689,Sara Charles,Skyline Inc.,Social Media,USD951,Paid,Canda,2024-08-04,2025-04-20,,4
P006,Green Energy,I1690,Victoria Young,Green Energy,Growth Strategy,1335USD,Failed,USA,2024-05-05,2025-01-06,843.0,excellent
P007,Betta Ltd.,I1691,,Betta Ltd.,Web Dev,173USD,Paid,Canada,2024-08-04,2025-06-01,,2
P004,CloudSoft,I1692,Wendy Goodman,CloudSoft,SEO,957USD,Failed,Canda,2025-01-29,2025-06-06,400.0,3
P003,InfinitX,I1693,Donna Jones,InfinitX,Growth Strategy,USD978,Failed,Nigeria,2023-10-12,2024-06-05,873.0,4
P007,Green Energy,I1694,,Green Energy,Social Media,1257,Pendig,Nig,2024-02-09,2024-11-01,,2
P009,DataCore,I1695,Darren Griffin,DataCore,Masterclass,USD774,Failed,Nig,2025-03-07,2025-11-27,1136.0,4
P001,Green Energy,I1696,Paul Hoover,Green Energy,Social Media,122USD,Failed,Germany,2024-09-26,2024-11-27,,2
P004,Alpha Tech,I1697,Troy Ruiz,Alpha Tech,Cloud Migration,886USD,Pendig,Nigeria,2023-11-03,2024-08-25,1061.0,4
P002,Alpha Tech,I1698,Mary Greene,Alpha Tech,Masterclass,233USD,Fail,United States,2025-09-07,2025-10-11,921.0,poor
P006,Alpha Tech,I1699,Anthony Reid,Alpha Tech,Social Media,1941USD,Failed,Germany,2023-11-09,2025-07-07,663.0,4
P010,EcoTrans,I1700,Leslie Morrison,EcoTrans,Masterclass,USD1092,Fail,Canada,2024-08-31,2024-09-05,,4
P004,Skyline Inc.,I1701,Matthew Brooks,Skyline Inc.,Masterclass,377USD,Paid,UK,2024-08-10,2025-01-18,,4
P010,Betta Ltd.,I1702,Jay Mcmillan,Betta Ltd.,Web Dev,624,Paid,United States,2024-05-07,2025-06-26,465.0,
P009,InfinitX,I1703,Michael Martin,InfinitX,SEO,$1726,Fail,Nigeria,2023-10-26,2025-09-27,1058.0,1
P005,InfinitX,I1704,Mary Barnes,InfinitX,Cloud Migration,271USD,Pending,Nigeria,2024-11-28,2025-10-02,1034.0,poor
P007,CloudSoft,I1705,Cassandra Mercado,CloudSoft,Branding,USD101,Pending,USA,2024-02-21,2025-10-28,174.0,excellent
P005,Alpha Tech,I1706,Jenna Sexton,Alpha Tech,Masterclass,1735USD,Failed,Canada,2025-05-21,2025-09-25,670.0,excellent
P004,Green Energy,I1707,Stephanie Buchanan,Green Energy,Branding,1678USD,Failed,Germany,2024-03-12,2025-01-06,435.0,3
P004,Nova Systems,I1708,Justin Abbott,Nova Systems,Masterclass,606USD,Paid,U.K.,2025-08-23,2025-09-03,979.0,3
P010,EcoTrans,I1709,Melissa Knight,EcoTrans,Growth Strategy,USD351,Fail,USA,2024-03-05,2024-04-03,165.0,3
P008,EcoTrans,I1710,Emily Wright,EcoTrans,Growth Strategy,724,Pendig,Germany,2024-07-27,2025-03-16,230.0,Good
P007,Betta Ltd.,I1711,Jessica Mosley,Betta Ltd.,Web Dev,1772USD,Pendig,Canada,2023-10-27,2024-01-13,,1
P004,Green Energy,I1712,Wanda Matthews,Green Energy,Web Dev,930USD,Paid,USA,2024-06-17,2024-07-06,729.0,4
P007,Skyline Inc.,I1713,Paul Nguyen,Skyline Inc.,SEO,921USD,Failed,Canada,2024-02-22,2024-10-10,,
P008,EcoTrans,I1714,Eric Clark,EcoTrans,Social Media,1562USD,Pendig,UK,2025-05-02,2025-07-19,1001.0,bad
P005,DataCore,I1715,Kathryn Tucker,DataCore,SEO,1989,Pending,UK,2024-04-19,2025-04-25,,
P003,CloudSoft,I1716,,CloudSoft,Branding,USD907,Fail,UK,2025-09-03,2025-09-14,10.0,4
P008,Alpha Tech,I1717,Tiffany Wilson,Alpha Tech,Branding,USD1713,Failed,Canda,2024-02-27,2025-01-05,,bad
P003,Skyline Inc.,I1718,Nicholas Taylor,Skyline Inc.,Analytics,218USD,Pending,Nigeria,2024-08-03,2025-06-01,690.0,3
P007,TechBridge,I1719,Molly Moore,TechBridge,Social Media,USD1187,Fail,U.K.,2025-07-21,2025-10-31,1005.0,poor
P006,DataCore,I1720,Paul Thomas,DataCore,Cloud Migration,411,Fail,Nig,2024-09-09,2025-08-16,211.0,4
P009,Alpha Tech,I1721,Danielle Sawyer,Alpha Tech,SEO,USD800,Paid,U.K.,2024-03-08,2025-08-20,391.0,bad
P007,Betta Ltd.,I1722,Lindsay Flynn,Betta Ltd.,Web Dev,USD777,Pending,USA,2025-03-19,2025-03-22,470.0,Good
P009,DataCore,I1723,Patrick Tyler,DataCore,Analytics,222,Failed,Canada,2025-06-07,2025-10-09,893.0,bad
P004,Alpha Tech,I1724,Anthony Malone,Alpha Tech,Growth Strategy,950,Fail,UK,2024-12-08,2025-03-17,,4
P006,DataCore,I1725,Eric Baird,DataCore,Cloud Migration,1763USD,Pendig,Germany,2025-07-26,2025-08-15,450.0,2
P002,Betta Ltd.,I1726,Kayla Jenkins,Betta Ltd.,Analytics,USD391,Fail,Nigeria,2024-12-25,2025-03-27,209.0,excellent
P005,DataCore,I1727,Kelly Brown,DataCore,Growth Strategy,USD361,Pending,Nigeria,2024-06-24,2025-11-02,1044.0,
P008,EcoTrans,I1728,Meredith Banks,EcoTrans,Masterclass,$428,Failed,USA,2025-02-11,2025-06-24,,3
P005,Nova Systems,I1729,Jeremy Williams,Nova Systems,Analytics,$1051,Pending,USA,2025-03-02,2025-06-12,447.0,3
P004,InfinitX,I1730,Cheryl Butler,InfinitX,Growth Strategy,USD917,Pending,Canda,2025-06-29,2025-07-10,1020.0,5
P008,Nova Systems,I1731,,Nova Systems,Masterclass,USD1787,Fail,Nig,2025-01-11,2025-08-04,611.0,bad
P004,CloudSoft,I1732,Spencer Collier,CloudSoft,Social Media,USD455,Pending,USA,2025-01-26,2025-05-21,,4
P004,Skyline Inc.,I1733,Megan Elliott,Skyline Inc.,Branding,906USD,Pending,U.K.,2025-07-16,2025-08-27,,2
P005,InfinitX,I1734,Regina Rogers,InfinitX,Social Media,1129,Pending,Naija,2025-06-24,2025-07-26,,5
P006,InfinitX,I1735,Mason Davis MD,InfinitX,Branding,796,Paid,Nigeria,2025-02-22,2025-10-24,270.0,Good
P001,CloudSoft,I1736,Maria Munoz,CloudSoft,Analytics,301,Fail,Canda,2024-05-13,2024-09-30,637.0,Good
P008,DataCore,I1737,Tammy Erickson,DataCore,SEO,734USD,Pendig,UK,2023-10-28,2024-09-10,755.0,5
P010,EcoTrans,I1738,Daniel Wong,EcoTrans,Masterclass,1816,Pending,Naija,2023-11-12,2024-05-10,,5
P009,Alpha Tech,I1739,John Martin,Alpha Tech,SEO,133USD,Fail,Canada,2025-08-25,2025-12-10,920.0,3
P005,CloudSoft,I1740,Eric Johnson,CloudSoft,Branding,USD768,Pending,United States,2025-06-07,2025-07-04,1031.0,excellent
P009,Skyline Inc.,I1741,Crystal Robinson,Skyline Inc.,Cloud Migration,1773,Pending,United States,2025-08-16,2025-11-19,415.0,bad
P010,CloudSoft,I1742,Emma Stewart,CloudSoft,Social Media,USD761,Paid,United States,2024-01-18,2024-03-01,,5
P009,TechBridge,I1743,Brandi Webb,TechBridge,Analytics,759USD,Failed,UK,2024-11-12,2024-12-09,,2
P002,DataCore,I1744,Nicole Cooper,DataCore,Branding,$1377,Paid,Canada,2023-10-25,2025-09-30,490.0,excellent
P001,CloudSoft,I1745,Jeffrey Harris,CloudSoft,Masterclass,884USD,Pending,Germany,2024-10-20,2025-06-13,,bad
P008,Green Energy,I1746,Lisa Wallace,Green Energy,Branding,1935,Fail,Naija,2023-12-14,2024-08-14,744.0,
P005,Skyline Inc.,I1747,Ronald Vaughan,Skyline Inc.,SEO,$1632,Paid,Nigeria,2024-07-13,2025-01-19,871.0,bad
P008,DataCore,I1748,David Miller,DataCore,Masterclass,1274,Paid,Canda,2024-03-29,2025-01-10,96.0,bad
P010,InfinitX,I1749,Alicia Brooks,InfinitX,Masterclass,USD703,Pending,Nigeria,2024-10-12,2025-08-05,57.0,Good
P006,DataCore,I1750,Matthew Mccullough,DataCore,Masterclass,USD300,Fail,U.K.,2024-01-17,2025-11-02,32.0,3
P009,InfinitX,I1751,Matthew Savage,InfinitX,SEO,459USD,Pending,Nigeria,2023-11-08,2023-12-08,345.0,
P004,Alpha Tech,I1752,Madison Cohen,Alpha Tech,Growth Strategy,1192USD,Paid,Canada,2025-08-27,2025-09-08,,Good
P003,EcoTrans,I1753,Carmen Green,EcoTrans,Masterclass,945USD,Pending,Nig,2025-03-01,2025-10-23,,3
P004,DataCore,I1754,Jamie Solomon,DataCore,Social Media,858,Pending,Naija,2025-02-10,2025-10-10,1075.0,
P008,Alpha Tech,I1755,Anthony Gregory,Alpha Tech,Analytics,376USD,Paid,UK,2025-05-23,2025-07-08,38.0,1
P009,EcoTrans,I1756,Gregory Moreno,EcoTrans,Masterclass,USD357,Paid,Germany,2024-05-26,2025-12-04,430.0,2
P007,Green Energy,I1757,Andrea Maldonado,Green Energy,Masterclass,1200,Pending,Nig,2025-04-14,2025-08-28,996.0,bad
P009,Skyline Inc.,I1758,Raymond Hall,Skyline Inc.,Masterclass,1869USD,Pendig,USA,2024-10-11,2025-05-20,385.0,poor
P010,EcoTrans,I1759,Jodi Paul,EcoTrans,Social Media,945USD,Fail,USA,2023-12-25,2025-05-15,603.0,
P006,InfinitX,I1760,Jennifer Lopez,InfinitX,Masterclass,$319,Paid,Canda,2024-06-12,2024-09-23,,2
P009,Green Energy,I1761,Caleb Horn,Green Energy,SEO,882USD,Pending,United States,2023-12-01,2024-11-12,,1
P006,InfinitX,I1762,Lisa Newton,InfinitX,Cloud Migration,$226,Fail,Canda,2025-05-10,2025-05-15,704.0,1
P002,CloudSoft,I1763,Joshua Martin,CloudSoft,Branding,$471,Pendig,Naija,2024-07-26,2024-09-09,362.0,1
P004,EcoTrans,I1764,Sarah Roberts,EcoTrans,Social Media,$303,Fail,Canada,2025-05-24,2025-11-02,,poor
P006,Betta Ltd.,I1765,Annette Cruz,Betta Ltd.,Analytics,USD283,Fail,U.K.,2024-06-02,2024-10-10,1128.0,Good
P001,Alpha Tech,I1766,Margaret Williams,Alpha Tech,Masterclass,USD547,Pendig,Canda,2025-08-22,2025-09-12,481.0,1
P005,EcoTrans,I1767,Stephen Harper,EcoTrans,Masterclass,489,Pendig,UK,2025-06-29,2025-07-08,77.0,3
P002,Skyline Inc.,I1768,Courtney Griffith,Skyline Inc.,Social Media,634,Fail,Germany,2024-02-22,2025-07-19,374.0,poor
P004,EcoTrans,I1769,Michael Gray,EcoTrans,SEO,1083USD,Fail,Nigeria,2025-03-18,2025-04-07,711.0,excellent
P005,EcoTrans,I1770,Philip Leach,EcoTrans,Social Media,344USD,Pendig,Nigeria,2024-06-13,2024-11-28,,2
P009,DataCore,I1771,Wayne Krause,DataCore,Branding,612USD,Failed,United States,2023-12-28,2025-07-09,1050.0,2
P001,Green Energy,I1772,Brian Moore,Green Energy,SEO,$1441,Failed,Germany,2025-03-15,2025-03-18,398.0,1
P003,TechBridge,I1773,Brooke French,TechBridge,Cloud Migration,234,Pendig,Canada,2025-01-18,2025-11-27,,
P010,Green Energy,I1774,Benjamin Waters,Green Energy,Cloud Migration,$115,Pendig,USA,2025-03-22,2025-04-09,879.0,excellent
P008,InfinitX,I1775,Emily Garcia,InfinitX,SEO,1181,Pending,Canda,2025-06-22,2025-06-27,814.0,3
P006,DataCore,I1776,Paul Fowler,DataCore,Growth Strategy,USD504,Pendig,Naija,2025-04-09,2025-07-30,,bad
P008,Skyline Inc.,I1777,Timothy Rivera,Skyline Inc.,Masterclass,$563,Fail,Nigeria,2024-07-06,2025-10-21,,3
P008,DataCore,I1778,Brandon Alvarez,DataCore,Masterclass,1707,Pendig,U.K.,2024-06-06,2025-11-27,637.0,2
P005,Skyline Inc.,I1779,Dawn Turner,Skyline Inc.,Analytics,USD1615,Pendig,U.K.,2025-07-15,2025-12-09,1024.0,Good
P007,TechBridge,I1780,Jeff Harvey,TechBridge,Masterclass,USD348,Pendig,U.K.,2024-10-03,2025-10-30,,1
P002,DataCore,I1781,,DataCore,Web Dev,USD1790,Fail,Nig,2023-11-22,2025-09-20,,bad
P003,Skyline Inc.,I1782,Daniel Cuevas,Skyline Inc.,Branding,USD1142,Pendig,U.K.,2024-05-26,2025-10-11,,4
P010,EcoTrans,I1783,Nathaniel Johnson,EcoTrans,Branding,USD1059,Fail,USA,2024-03-20,2024-09-28,419.0,
P010,Green Energy,I1784,Vincent Owens,Green Energy,Branding,$1280,Pendig,Canda,2024-01-29,2024-01-29,374.0,
P008,Betta Ltd.,I1785,Carla Mercer,Betta Ltd.,Web Dev,1032USD,Paid,Naija,2025-07-23,2025-12-01,949.0,2
P004,Green Energy,I1786,Mary Robertson,Green Energy,Social Media,USD1997,Paid,Nigeria,2025-08-18,2025-08-31,,excellent
P008,InfinitX,I1787,Matthew Robinson,InfinitX,Masterclass,1368USD,Pendig,Germany,2023-11-04,2024-09-20,298.0,excellent
P008,Alpha Tech,I1788,John Moyer,Alpha Tech,Cloud Migration,$1377,Pending,USA,2024-09-06,2024-09-08,,5
P008,Alpha Tech,I1789,Lisa Friedman,Alpha Tech,Masterclass,1022USD,Pending,U.K.,2024-07-05,2025-02-20,,4
P006,Betta Ltd.,I1790,Kevin Lee,Betta Ltd.,Cloud Migration,$1816,Pending,Nig,2024-11-04,2025-08-14,112.0,
P005,CloudSoft,I1791,James Miller,CloudSoft,Web Dev,USD706,Paid,Canda,2024-10-04,2025-05-21,,4
P006,Skyline Inc.,I1792,Gloria Martin,Skyline Inc.,Growth Strategy,1762,Paid,Nig,2023-12-23,2024-09-13,893.0,Good
P008,CloudSoft,I1793,Jennifer Singh,CloudSoft,Social Media,1772,Pendig,Canada,2025-01-01,2025-09-19,34.0,3
P009,TechBridge,I1794,Ashley Mcdonald,TechBridge,Growth Strategy,320USD,Failed,United States,2025-04-22,2025-09-01,414.0,excellent
P008,Green Energy,I1795,Julie Phelps,Green Energy,Web Dev,USD1042,Pendig,UK,2025-09-07,2025-09-13,,Good
P001,InfinitX,I1796,Tiffany Smith,InfinitX,Cloud Migration,USD662,Paid,U.K.,2025-06-16,2025-10-09,313.0,
P008,DataCore,I1797,Susan Rose,DataCore,Branding,195,Fail,Naija,2024-12-03,2025-01-30,,poor
P001,InfinitX,I1798,Jordan Burke,InfinitX,Growth Strategy,1276,Paid,UK,2025-02-05,2025-03-14,,4
P001,Betta Ltd.,I1799,Dennis Taylor,Betta Ltd.,Analytics,$1478,Pending,Nig,2024-03-29,2024-08-30,1176.0,4
P008,Alpha Tech,I1800,Alex Ryan,Alpha Tech,SEO,USD980,Pending,Canada,2025-07-09,2025-12-04,449.0,4
P006,EcoTrans,I1801,Karen Nguyen,EcoTrans,SEO,USD645,Fail,Canada,2025-07-21,2025-10-31,183.0,
P002,Green Energy,I1802,Joseph Wright,Green Energy,Growth Strategy,1372,Fail,Naija,2024-11-26,2024-11-26,,3
P002,Nova Systems,I1803,Susan Johns,Nova Systems,Masterclass,USD1290,Failed,Canda,2023-12-25,2025-08-25,778.0,excellent
P005,DataCore,I1804,Timothy Washington,DataCore,Web Dev,1318USD,Pending,U.K.,2025-05-30,2025-11-16,486.0,
P005,Green Energy,I1805,Kristin Jacobs,Green Energy,SEO,1033,Fail,Germany,2024-02-22,2025-01-03,,bad
P008,DataCore,I1806,Emily Foster,DataCore,Social Media,1190USD,Failed,Canda,2025-04-27,2025-09-01,195.0,2
P004,TechBridge,I1807,,TechBridge,Cloud Migration,1797,Pending,UK,2025-08-19,2025-11-10,607.0,5
P001,EcoTrans,I1808,Margaret Lynch,EcoTrans,Social Media,453USD,Pending,United States,2023-09-28,2024-02-04,647.0,excellent
P005,Green Energy,I1809,Ashley Love,Green Energy,Branding,USD211,Paid,Germany,2025-07-06,2025-07-19,911.0,bad
P005,CloudSoft,I1810,Pamela Diaz,CloudSoft,Social Media,USD412,Fail,Germany,2023-10-10,2025-11-21,57.0,4
P010,CloudSoft,I1811,Anthony Walker,CloudSoft,Web Dev,1705,Pending,Nig,2023-11-10,2023-11-22,,3
P005,DataCore,I1812,Diana Cross,DataCore,Social Media,$554,Fail,Germany,2025-02-13,2025-08-01,,4
P003,CloudSoft,I1813,Diane Chandler,CloudSoft,Branding,1160USD,Fail,U.K.,2023-12-16,2024-07-07,963.0,poor
