Partner_ID,Partner_Name,Intern_ID,Intern_Name,Intern_Assigned_To,Service_Type,Fee_Charged,Payment_Status,Country,Start_Date,End_Date,Intern_Hours,Feedback_Rating
P010,EcoTrans,I1783,Nathaniel Johnson,EcoTrans,Branding,1059,Failed,United States,2024-03-20,2024-09-28,419.0,3.0
P010,Green Energy,I1784,Vincent Owens,Green Energy,Branding,1280,Pending,Canada,2024-01-29,2024-01-29,374.0,3.0
P008,Betta Ltd.,I1785,Carla Mercer,Betta Ltd.,Web Dev,1032,Paid,Nigeria,2025-07-23,2025-12-01,949.0,2.0
P004,Green Energy,I1786,Mary Robertson,Green Energy,Social Media,1997,Paid,Nigeria,2025-08-18,2025-08-31,482.5,5.0
P008,InfinitX,I1787,Matthew Robinson,InfinitX,Masterclass,1368,Pending,Germany,2023-11-04,2024-09-20,298.0,5.0
P008,Alpha Tech,I1788,John Moyer,Alpha Tech,Cloud Migration,1377,Pending,United States,2024-09-06,2024-09-08,482.5,5.0
P008,Alpha Tech,I1789,Lisa Friedman,Alpha Tech,Masterclass,1022,Pending,United Kingdom,2024-07-05,2025-02-20,482.5,4.0
P006,Betta Ltd.,I1790,Kevin Lee,Betta Ltd.,Cloud Migration,1816,Pending,Nigeria,2024-11-04,2025-08-14,112.0,3.0
P005,CloudSoft,I1791,James Miller,CloudSoft,Web Dev,706,Paid,Canada,2024-10-04,2025-05-21,482.5,4.0
P006,Skyline Inc.,I1792,Gloria Martin,Skyline Inc.,Growth Strategy,1762,Paid,Nigeria,2023-12-23,2024-09-13,893.0,3.0
P008,CloudSoft,I1793,Jennifer Singh,CloudSoft,Social Media,1772,Pending,Canada,2025-01-01,2025-09-19,34.0,3.0
P009,TechBridge,I1794,Ashley Mcdonald,TechBridge,Growth Strategy,320,Failed,United States,2025-04-22,2025-09-01,414.0,5.0
P008,Green Energy,I1795,Julie Phelps,Green Energy,Web Dev,1042,Pending,United Kingdom,2025-09-07,2025-09-13,482.5,3.0
P001,InfinitX,I1796,Tiffany Smith,InfinitX,Cloud Migration,662,Paid,United Kingdom,2025-06-16,2025-10-09,313.0,3.0
P008,DataCore,I1797,Susan Rose,DataCore,Branding,195,Failed,Nigeria,2024-12-03,2025-01-30,482.5,1.0
P001,InfinitX,I1798,Jordan Burke,InfinitX,Growth Strategy,1276,Paid,United Kingdom,2025-02-05,2025-03-14,482.5,4.0
P001,Betta Ltd.,I1799,Dennis Taylor,Betta Ltd.,Analytics,1478,Pending,Nigeria,2024-03-29,2024-08-30,1176.0,4.0
P008,Alpha Tech,I1800,Alex Ryan,Alpha Tech,SEO,980,Pending,Canada,2025-07-09,2025-12-04,449.0,4.0
P006,EcoTrans,I1801,Karen Nguyen,EcoTrans,SEO,645,Failed,Canada,2025-07-21,2025-10-31,183.0,3.0
P002,Green Energy,I1802,Joseph Wright,Green Energy,Growth Strategy,1372,Failed,Nigeria,2024-11-26,2024-11-26,482.5,3.0
P002,Nova Systems,I1803,Susan Johns,Nova Systems,Masterclass,1290,Failed,Canada,2023-12-25,2025-08-25,778.0,5.0
P005,DataCore,I1804,Timothy Washington,DataCore,Web Dev,1318,Pending,United Kingdom,2025-05-30,2025-11-16,486.0,3.0
P005,Green Energy,I1805,Kristin Jacobs,Green Energy,SEO,1033,Failed,Germany,2024-02-22,2025-01-03,482.5,2.0
P008,DataCore,I1806,Emily Foster,DataCore,Social Media,1190,Failed,Canada,2025-04-27,2025-09-01,195.0,2.0
P004,TechBridge,I1807,Unknown,TechBridge,Cloud Migration,1797,Pending,United Kingdom,2025-08-19,2025-11-10,607.0,5.0
P001,EcoTrans,I1808,Margaret Lynch,EcoTrans,Social Media,453,Pending,United States,2023-09-28,2024-02-04,647.0,5.0
P005,Green Energy,I1809,Ashley Love,Green Energy,Branding,211,Paid,Germany,2025-07-06,2025-07-19,911.0,2.0
P005,CloudSoft,I1810,Pamela Diaz,CloudSoft,Social Media,412,Failed,Germany,2023-10-10,2025-11-21,57.0,4.0
P010,CloudSoft,I1811,Anthony Walker,CloudSoft,Web Dev,1705,Pending,Nigeria,2023-11-10,2023-11-22,482.5,3.0
P005,DataCore,I1812,Diana Cross,DataCore,Social Media,554,Failed,Germany,2025-02-13,2025-08-01,482.5,4.0
P003,CloudSoft,I1813,Diane Chandler,CloudSoft,Branding,1160,Failed,United Kingdom,2023-12-16,2024-07-07,963.0,1.0
P001,TechBridge,I1814,Travis Lucero,TechBridge,Cloud Migration,1894,Paid,United States,2025-07-05,2025-08-18,482.5,3.0
P003,InfinitX,I1815,James Scott,InfinitX,Cloud Migration,1580,Paid,Nigeria,2024-05-12,2025-08-21,482.5,5.0
P006,InfinitX,I1816,Sabrina Miller,InfinitX,Social Media,540,Pending,Canada,2024-05-13,2025-12-12,1160.0,4.0
P004,CloudSoft,I1817,Stephen Pratt,CloudSoft,Growth Strategy,1909,Failed,United Kingdom,2024-07-19,2024-12-06,482.5,5.0
P001,DataCore,I1818,Crystal Nelson,DataCore,Cloud Migration,689,Pending,United States,2025-08-27,2025-09-03,482.5,2.0
P006,Green Energy,I1819,Jessica Sexton DVM,Green Energy,SEO,1619,Failed,United States,2024-09-13,2025-11-07,1194.0,3.0
P010,Skyline Inc.,I1820,Unknown,Skyline Inc.,Cloud Migration,119,Paid,Canada,2025-07-26,2025-09-16,1082.0,3.0
P006,TechBridge,I1821,Sarah Cook,TechBridge,Web Dev,1367,Failed,United States,2025-06-13,2025-12-14,482.5,5.0
P002,Alpha Tech,I1822,Aaron Juarez,Alpha Tech,Analytics,1686,Pending,Germany,2024-09-19,2024-12-17,618.0,5.0
P002,TechBridge,I1823,Francisco Leon,TechBridge,Growth Strategy,1932,Pending,Canada,2024-06-06,2025-11-26,482.5,1.0
P005,InfinitX,I1824,Jeffrey Cross,InfinitX,Growth Strategy,492,Pending,Nigeria,2023-09-22,2023-12-13,482.5,5.0
P004,CloudSoft,I1825,Joshua Bauer,CloudSoft,Cloud Migration,1351,Pending,Nigeria,2024-11-03,2025-11-18,915.0,4.0
P007,TechBridge,I1826,Robert Smith,TechBridge,Growth Strategy,502,Failed,Nigeria,2025-03-10,2025-08-25,482.5,1.0
P002,EcoTrans,I1827,Lindsey Snyder,EcoTrans,Social Media,397,Pending,Canada,2024-04-23,2024-06-22,1190.0,1.0
P008,EcoTrans,I1828,Douglas Newton,EcoTrans,Growth Strategy,645,Failed,Canada,2024-02-02,2024-11-04,459.0,3.0
P007,EcoTrans,I1829,Angelica Lopez,EcoTrans,SEO,1503,Failed,Nigeria,2023-09-30,2024-06-07,457.0,3.0
P004,InfinitX,I1830,Blake Young,InfinitX,Cloud Migration,1170,Pending,Nigeria,2024-09-11,2025-10-19,386.0,4.0
P003,TechBridge,I1831,Bobby Conley,TechBridge,SEO,1557,Pending,United Kingdom,2025-02-04,2025-07-18,669.0,4.0
P007,TechBridge,I1832,Susan Lee,TechBridge,Analytics,373,Failed,United States,2024-09-11,2025-03-17,482.5,3.0
P005,EcoTrans,I1833,Phillip Stein,EcoTrans,Web Dev,736,Paid,United States,2024-06-27,2025-09-05,672.0,1.0
P004,InfinitX,I1834,Suzanne Baird,InfinitX,Web Dev,1803,Paid,United States,2024-03-15,2025-02-03,676.0,5.0
P006,InfinitX,I1835,Unknown,InfinitX,Branding,528,Failed,United Kingdom,2024-04-30,2024-06-27,263.0,2.0
P007,InfinitX,I1836,Steve Cameron,InfinitX,Analytics,1030,Failed,United States,2025-07-27,2025-08-02,482.5,5.0
P010,Betta Ltd.,I1837,Stephanie Hughes,Betta Ltd.,Web Dev,738,Paid,Nigeria,2024-01-18,2024-04-02,482.5,4.0
P006,DataCore,I1838,Louis Hanson,DataCore,Growth Strategy,960,Pending,United States,2024-07-06,2025-09-22,482.5,3.0
P005,Green Energy,I1839,Laura Gomez,Green Energy,Analytics,1422,Pending,Nigeria,2024-11-28,2025-09-18,233.0,1.0
P009,InfinitX,I1840,Kathryn Black,InfinitX,SEO,1996,Pending,Nigeria,2024-06-07,2025-08-07,482.5,1.0
P004,InfinitX,I1841,Rebecca Gomez,InfinitX,Web Dev,1616,Failed,Germany,2025-02-27,2025-04-28,851.0,1.0
P010,Green Energy,I1842,Douglas Greer,Green Energy,Masterclass,1167,Failed,Nigeria,2025-02-12,2025-03-06,26.0,3.0
P008,EcoTrans,I1843,Lauren Williams,EcoTrans,Growth Strategy,1901,Failed,United States,2023-12-17,2025-07-05,474.0,3.0
P004,Betta Ltd.,I1844,Melissa Shepard,Betta Ltd.,Social Media,1891,Pending,Nigeria,2024-10-01,2025-07-05,1074.0,3.0
P009,Green Energy,I1845,Sandra Moody,Green Energy,Masterclass,1248,Failed,United States,2024-04-03,2024-07-28,757.0,3.0
P002,EcoTrans,I1846,Unknown,EcoTrans,Cloud Migration,1923,Failed,Nigeria,2024-09-08,2025-11-12,829.0,1.0
P005,CloudSoft,I1847,Ashley Lester,CloudSoft,Growth Strategy,442,Paid,United Kingdom,2024-09-06,2024-12-18,482.5,1.0
P001,InfinitX,I1848,William Wallace,InfinitX,Social Media,179,Pending,Nigeria,2023-11-11,2025-01-03,482.5,2.0
P010,CloudSoft,I1849,Christopher Vargas,CloudSoft,Social Media,855,Pending,United Kingdom,2024-06-09,2024-09-21,698.0,1.0
P007,Green Energy,I1850,Bethany Garcia,Green Energy,Social Media,1428,Failed,United Kingdom,2023-12-07,2025-12-14,482.5,1.0
P002,DataCore,I1851,Danielle Austin,DataCore,Social Media,1743,Pending,Nigeria,2024-09-11,2024-10-13,822.0,3.0
P010,CloudSoft,I1852,Allison Brooks,CloudSoft,Cloud Migration,1259,Pending,United States,2023-09-28,2024-06-08,482.5,1.0
P008,DataCore,I1853,Brandi Cooper,DataCore,Growth Strategy,1230,Paid,Nigeria,2025-02-02,2025-06-17,1144.0,4.0
P009,DataCore,I1854,Joshua Shaw,DataCore,Growth Strategy,1409,Failed,Canada,2023-10-14,2024-12-21,1116.0,5.0
P005,Green Energy,I1855,Nathan Shea,Green Energy,Cloud Migration,1504,Pending,Nigeria,2024-03-27,2025-06-09,226.0,1.0
P009,Green Energy,I1856,Erin Hays,Green Energy,Cloud Migration,1566,Pending,Nigeria,2025-07-16,2025-10-13,1180.0,4.0
P001,Betta Ltd.,I1857,Joshua Ayala,Betta Ltd.,SEO,540,Paid,Canada,2023-11-23,2025-07-07,133.0,4.0
P007,TechBridge,I1858,Jessica Navarro,TechBridge,Masterclass,1945,Failed,United States,2024-12-10,2025-10-03,39.0,3.0
P005,Alpha Tech,I1859,Ms. Kristina Charles,Alpha Tech,Web Dev,1262,Paid,Canada,2024-08-13,2025-03-28,106.0,2.0
P001,Nova Systems,I1860,Cynthia Miller,Nova Systems,Masterclass,674,Failed,Canada,2025-06-18,2025-09-05,730.0,5.0
P003,DataCore,I1861,Thomas Walls,DataCore,Branding,1639,Paid,Nigeria,2024-11-13,2025-04-22,482.5,4.0
P010,Nova Systems,I1862,Lynn Rodriguez,Nova Systems,Social Media,1691,Failed,Nigeria,2024-06-27,2025-10-11,482.5,2.0
P007,TechBridge,I1863,Robert Doyle,TechBridge,Social Media,1878,Paid,Canada,2024-07-29,2025-07-15,127.0,5.0
P005,TechBridge,I1864,Devon Campos,TechBridge,Web Dev,1846,Pending,Canada,2024-05-05,2024-12-29,870.0,3.0
P006,DataCore,I1865,Susan Eaton,DataCore,Growth Strategy,486,Paid,United Kingdom,2024-09-08,2025-10-16,482.5,3.0
P006,TechBridge,I1866,Lisa Coffey,TechBridge,Analytics,721,Pending,Germany,2025-01-30,2025-08-23,1110.0,1.0
P003,TechBridge,I1867,Mary Warren,TechBridge,Cloud Migration,1278,Failed,Canada,2024-02-23,2025-10-21,877.0,5.0
P005,Skyline Inc.,I1868,John Anderson,Skyline Inc.,Web Dev,1343,Paid,United Kingdom,2024-03-13,2025-01-27,280.0,1.0
P004,Betta Ltd.,I1869,Jonathan Brown,Betta Ltd.,Analytics,533,Failed,United Kingdom,2023-10-02,2025-06-01,474.0,2.0
P005,EcoTrans,I1870,Michael Fischer,EcoTrans,SEO,977,Pending,United States,2024-09-27,2025-07-31,118.0,2.0
P008,CloudSoft,I1871,Ricky Williams,CloudSoft,SEO,1623,Pending,United States,2024-11-16,2025-05-31,320.0,5.0
P001,Betta Ltd.,I1872,Terry Preston,Betta Ltd.,Analytics,175,Pending,Germany,2024-01-17,2025-12-12,482.5,4.0
P006,Nova Systems,I1873,Andrew Adams,Nova Systems,Social Media,1996,Failed,United Kingdom,2024-05-21,2024-12-05,482.5,2.0
P003,Nova Systems,I1874,Bradley Wilkinson,Nova Systems,Branding,1669,Failed,Germany,2024-07-11,2025-11-09,482.5,3.0
P001,DataCore,I1875,Rebecca Stanton,DataCore,Branding,1845,Failed,United States,2023-10-09,2023-12-17,1119.0,2.0
P002,EcoTrans,I1876,Brooke Patterson,EcoTrans,SEO,290,Failed,United States,2023-11-08,2024-02-24,261.0,1.0
P002,TechBridge,I1877,Jennifer Serrano,TechBridge,Branding,490,Failed,Germany,2025-08-18,2025-09-02,974.0,2.0
P008,Nova Systems,I1878,Jodi Hull,Nova Systems,Web Dev,1683,Paid,United Kingdom,2024-03-01,2024-04-07,482.5,5.0
P001,CloudSoft,I1879,Steven Pierce,CloudSoft,Analytics,1631,Pending,United Kingdom,2024-06-04,2024-12-05,482.5,3.0
P004,CloudSoft,I1880,Kevin Hahn,CloudSoft,Web Dev,1999,Paid,United States,2024-03-04,2024-03-10,400.0,5.0
P010,CloudSoft,I1881,Teresa Norton,CloudSoft,Analytics,1766,Pending,Nigeria,2024-01-17,2024-07-20,390.0,1.0
P002,Nova Systems,I1882,Christine Scott,Nova Systems,Masterclass,1534,Failed,United States,2025-07-01,2025-09-01,482.5,3.0
P010,TechBridge,I1883,Lindsey White DDS,TechBridge,Cloud Migration,191,Failed,United Kingdom,2025-06-28,2025-09-14,335.0,1.0
P005,Green Energy,I1884,Mary Parsons,Green Energy,SEO,1868,Failed,Nigeria,2024-03-04,2025-07-07,78.0,5.0
P008,DataCore,I1885,Unknown,DataCore,Growth Strategy,1572,Failed,Nigeria,2024-01-07,2025-02-04,482.5,3.0
P006,Green Energy,I1886,Christopher Morris,Green Energy,Branding,1471,Paid,Canada,2024-08-23,2025-07-19,695.0,2.0
P003,Skyline Inc.,I1887,Leonard Herring,Skyline Inc.,Social Media,1015,Paid,Nigeria,2025-02-07,2025-04-10,482.5,5.0
P007,Skyline Inc.,I1888,David Nelson,Skyline Inc.,SEO,1653,Pending,Nigeria,2025-07-01,2025-09-09,94.0,3.0
P010,Betta Ltd.,I1889,David Perez,Betta Ltd.,Analytics,1035,Pending,United States,2024-10-05,2024-10-20,884.0,3.0
P001,Green Energy,I1890,Stephen Riley,Green Energy,Social Media,1700,Failed,Canada,2025-05-30,2025-09-20,482.5,4.0
P004,TechBridge,I1891,Brian Bennett,TechBridge,Cloud Migration,1282,Failed,Germany,2024-03-19,2025-10-08,482.5,2.0
P001,Skyline Inc.,I1892,Brittany Wyatt,Skyline Inc.,Analytics,1504,Pending,United States,2024-11-10,2024-12-22,488.0,3.0
P005,CloudSoft,I1893,Robert Krueger,CloudSoft,Masterclass,1853,Pending,United States,2024-08-07,2025-10-15,684.0,3.0
P007,Green Energy,I1894,Kimberly Mcdonald,Green Energy,Analytics,546,Pending,Germany,2025-08-02,2025-08-13,482.5,3.0
P008,Skyline Inc.,I1895,Amy Schmidt,Skyline Inc.,Web Dev,405,Failed,United States,2024-04-13,2025-10-14,914.0,2.0
P006,TechBridge,I1896,Sara Lynch,TechBridge,Web Dev,846,Failed,Nigeria,2024-08-27,2025-08-19,482.5,3.0
P001,Skyline Inc.,I1897,Unknown,Skyline Inc.,Social Media,1940,Pending,Canada,2024-12-20,2025-07-29,482.5,1.0
P006,InfinitX,I1898,Jeremiah Skinner DDS,InfinitX,Social Media,1809,Pending,United States,2025-02-23,2025-07-31,482.5,2.0
P002,CloudSoft,I1899,Donald Wagner,CloudSoft,SEO,1810,Pending,United Kingdom,2024-03-20,2025-08-10,75.0,1.0
P002,InfinitX,I1900,Ashley Woods,InfinitX,Masterclass,360,Paid,United States,2024-02-18,2025-06-20,644.0,2.0
P003,Nova Systems,I1901,Charles Smith,Nova Systems,Cloud Migration,1959,Paid,United States,2024-08-14,2024-09-16,16.0,4.0
P007,Alpha Tech,I1902,Justin Williams,Alpha Tech,Masterclass,1085,Pending,United States,2025-05-27,2025-07-28,1120.0,1.0
P003,Betta Ltd.,I1903,Craig Martin,Betta Ltd.,Masterclass,452,Pending,Nigeria,2024-02-29,2025-09-19,983.0,1.0
P001,Green Energy,I1904,Michael Ayers,Green Energy,Masterclass,337,Paid,Nigeria,2025-02-27,2025-07-11,43.0,1.0
P010,Betta Ltd.,I1905,Victor Flores,Betta Ltd.,Growth Strategy,904,Pending,Canada,2024-05-01,2025-11-07,277.0,2.0
P007,Green Energy,I1906,Erika Hobbs,Green Energy,Masterclass,1843,Failed,Germany,2024-11-12,2024-12-13,628.0,5.0
P007,Alpha Tech,I1907,Keith Turner,Alpha Tech,SEO,1813,Paid,Nigeria,2023-12-10,2025-05-24,482.5,3.0
P010,TechBridge,I1908,Ryan Harris,TechBridge,Web Dev,1864,Failed,Canada,2025-01-19,2025-04-06,638.0,1.0
P007,Green Energy,I1909,Kristopher Hill,Green Energy,Social Media,402,Pending,Germany,2025-07-05,2025-12-01,1035.0,4.0
P001,EcoTrans,I1910,Unknown,EcoTrans,Web Dev,1111,Paid,United States,2025-08-25,2025-09-27,482.5,4.0
P009,Nova Systems,I1911,Rebecca Harris,Nova Systems,Branding,254,Failed,Nigeria,2025-07-14,2025-12-14,482.5,3.0
P003,Alpha Tech,I1912,Andrew Villarreal,Alpha Tech,Branding,316,Failed,United States,2024-03-09,2024-08-17,912.0,2.0
P005,EcoTrans,I1913,Jordan Sexton,EcoTrans,Social Media,1343,Failed,United Kingdom,2024-10-15,2024-12-29,478.0,3.0
P004,CloudSoft,I1914,Edgar Thompson,CloudSoft,SEO,240,Failed,United Kingdom,2025-07-28,2025-09-03,1035.0,3.0
P005,Nova Systems,I1915,Mia Brown,Nova Systems,Web Dev,1822,Failed,Canada,2024-11-13,2024-11-23,1046.0,5.0
P007,Green Energy,I1916,Bradley Porter,Green Energy,Masterclass,1549,Failed,Canada,2025-01-30,2025-05-31,803.0,3.0
P005,DataCore,I1917,Jeffrey Burton,DataCore,Social Media,290,Paid,United Kingdom,2024-04-17,2025-02-12,809.0,5.0
P010,InfinitX,I1918,Kara Hester,InfinitX,SEO,362,Failed,United States,2024-05-14,2025-01-14,794.0,3.0
P002,Alpha Tech,I1919,Kimberly Long,Alpha Tech,Social Media,714,Pending,United States,2023-09-20,2024-08-16,107.0,3.0
P001,Green Energy,I1920,Jessica Baker,Green Energy,Analytics,378,Failed,United States,2025-08-31,2025-10-08,482.5,3.0
P009,TechBridge,I1921,Nicole Barker,TechBridge,Cloud Migration,1715,Pending,United States,2024-10-25,2024-11-12,482.5,3.0
P008,CloudSoft,I1922,Christine Howard,CloudSoft,Web Dev,1913,Pending,Germany,2024-12-16,2025-11-06,482.5,5.0
P004,CloudSoft,I1923,Colton Benton,CloudSoft,Branding,291,Pending,United States,2023-09-23,2025-03-16,482.5,3.0
P003,Green Energy,I1924,Brian Vaughn,Green Energy,Masterclass,1127,Failed,Canada,2024-12-18,2025-10-02,119.0,5.0
P010,Green Energy,I1925,Jerry Bush,Green Energy,SEO,1258,Failed,Nigeria,2024-11-03,2025-03-01,257.0,1.0
P003,TechBridge,I1926,Fernando Chapman,TechBridge,Masterclass,1885,Pending,United Kingdom,2024-05-27,2024-10-09,482.5,4.0
P009,EcoTrans,I1927,Nicole Salas,EcoTrans,Branding,1068,Paid,Nigeria,2023-10-06,2025-01-08,1089.0,5.0
P003,Green Energy,I1928,Elizabeth Mccormick,Green Energy,Cloud Migration,1659,Pending,Germany,2025-03-16,2025-06-03,825.0,1.0
P009,InfinitX,I1929,Kimberly Rios,InfinitX,Masterclass,884,Pending,Canada,2024-01-09,2024-08-24,698.0,4.0
P006,Skyline Inc.,I1930,Heather Thornton,Skyline Inc.,Branding,1373,Failed,Nigeria,2024-03-17,2025-02-04,43.0,5.0
P009,EcoTrans,I1931,Scott Mcintosh,EcoTrans,Cloud Migration,1558,Failed,United Kingdom,2024-10-10,2025-10-10,482.5,3.0
P006,Nova Systems,I1932,Kimberly Weaver,Nova Systems,Web Dev,484,Failed,Nigeria,2024-05-19,2025-09-26,446.0,4.0
P004,Green Energy,I1933,Vincent Delgado,Green Energy,Masterclass,1385,Failed,United Kingdom,2023-10-15,2025-02-26,482.5,4.0
P007,EcoTrans,I1934,Casey Alvarez,EcoTrans,SEO,1197,Paid,United Kingdom,2025-03-15,2025-06-14,1123.0,1.0
P008,CloudSoft,I1935,Kenneth Davis,CloudSoft,Branding,1245,Failed,Nigeria,2025-05-21,2025-11-01,824.0,5.0
P010,TechBridge,I1936,John Pruitt,TechBridge,Analytics,1765,Failed,United Kingdom,2025-01-06,2025-04-08,482.5,5.0
P005,InfinitX,I1937,Dr. Katherine Sanchez,InfinitX,Analytics,313,Pending,Canada,2024-09-13,2024-12-23,1073.0,3.0
P009,Betta Ltd.,I1938,Grace Vazquez,Betta Ltd.,SEO,1811,Pending,Canada,2023-11-01,2024-03-06,353.0,5.0
P005,Betta Ltd.,I1939,Teresa Stanley,Betta Ltd.,Masterclass,1997,Pending,Canada,2024-09-13,2025-05-20,1199.0,4.0
P001,Betta Ltd.,I1940,Scott Padilla,Betta Ltd.,Analytics,366,Failed,United Kingdom,2023-12-16,2024-03-04,842.0,3.0
P007,Skyline Inc.,I1941,Edward Ali,Skyline Inc.,Branding,111,Failed,Canada,2025-09-06,2025-12-06,208.0,2.0
P010,Alpha Tech,I1942,Laura James,Alpha Tech,Analytics,1765,Pending,Nigeria,2024-01-17,2024-12-27,1154.0,3.0
P009,Nova Systems,I1943,Rachel Hanson,Nova Systems,Cloud Migration,1261,Pending,Canada,2024-04-22,2024-10-15,903.0,2.0
P007,InfinitX,I1944,Erika Johnson,InfinitX,Web Dev,1539,Paid,Canada,2024-01-28,2025-03-28,482.5,5.0
P005,Nova Systems,I1945,Joyce Miller,Nova Systems,Web Dev,1744,Pending,Nigeria,2025-07-18,2025-11-26,482.5,2.0
P008,Alpha Tech,I1946,Lindsey Rodriguez,Alpha Tech,Cloud Migration,1963,Failed,Germany,2024-07-01,2024-08-17,1116.0,3.0
P002,DataCore,I1947,Jeff Taylor,DataCore,Analytics,1523,Pending,Germany,2024-02-16,2024-10-06,886.0,1.0
P009,CloudSoft,I1948,Deanna Pham,CloudSoft,Cloud Migration,585,Paid,Germany,2025-02-25,2025-06-02,482.5,3.0
P003,InfinitX,I1949,Michael Lindsey,InfinitX,Web Dev,1509,Failed,United Kingdom,2023-11-26,2024-12-04,482.5,1.0
P003,Green Energy,I1950,Sonya Pennington,Green Energy,Branding,970,Paid,United Kingdom,2025-04-04,2025-10-25,735.0,3.0
P002,CloudSoft,I1951,Monica Erickson,CloudSoft,SEO,861,Failed,United Kingdom,2023-11-17,2024-11-12,922.0,4.0
P005,CloudSoft,I1952,Gabriel Vance,CloudSoft,Web Dev,1686,Pending,United States,2024-02-20,2024-10-12,482.5,5.0
P008,Alpha Tech,I1953,Tina Hutchinson,Alpha Tech,Growth Strategy,923,Failed,United Kingdom,2024-02-16,2024-07-31,444.0,3.0
P001,Alpha Tech,I1954,David Nelson,Alpha Tech,Cloud Migration,220,Pending,Nigeria,2024-12-16,2025-03-21,255.0,5.0
P005,Nova Systems,I1955,Anthony Benton,Nova Systems,SEO,242,Pending,Nigeria,2024-02-27,2024-03-07,1001.0,1.0
P009,CloudSoft,I1956,Lindsey Spears,CloudSoft,Web Dev,1352,Pending,Nigeria,2024-09-16,2024-10-18,293.0,3.0
P006,Green Energy,I1957,Amanda Bush,Green Energy,Growth Strategy,146,Failed,Nigeria,2025-01-19,2025-05-05,1045.0,2.0
P005,Alpha Tech,I1958,Sarah Alexander,Alpha Tech,Branding,1763,Pending,United States,2023-10-22,2024-03-02,944.0,3.0
P007,InfinitX,I1959,Maria Hernandez,InfinitX,SEO,730,Failed,Canada,2023-09-28,2023-12-06,371.0,5.0
P007,CloudSoft,I1960,Adam Henderson,CloudSoft,Masterclass,1776,Pending,United States,2024-02-22,2024-11-23,1117.0,3.0
P005,Skyline Inc.,I1961,Ashlee Brown,Skyline Inc.,Social Media,732,Pending,Canada,2024-02-06,2025-06-07,482.5,5.0
P007,EcoTrans,I1962,Carol Price,EcoTrans,Branding,600,Paid,Canada,2025-08-12,2025-10-14,638.0,5.0
P010,Skyline Inc.,I1963,Jodi Murphy,Skyline Inc.,Masterclass,1291,Pending,Nigeria,2024-10-06,2025-08-28,1076.0,3.0
P001,TechBridge,I1964,Lauren Snyder,TechBridge,Branding,450,Failed,Nigeria,2024-04-25,2024-08-22,865.0,1.0
P002,Skyline Inc.,I1965,Joshua Mccall,Skyline Inc.,Analytics,963,Failed,Germany,2024-12-30,2025-07-30,162.0,1.0
P004,Skyline Inc.,I1966,Alexandra Ferguson,Skyline Inc.,Web Dev,730,Failed,Canada,2024-07-24,2025-01-29,312.0,1.0
P005,Skyline Inc.,I1967,Monique Rogers,Skyline Inc.,Branding,897,Failed,United Kingdom,2024-01-27,2025-09-26,149.0,4.0
P003,Skyline Inc.,I1968,Kenneth Wilson,Skyline Inc.,Masterclass,992,Pending,Nigeria,2024-03-27,2025-07-24,310.0,1.0
P005,InfinitX,I1969,David Marshall,InfinitX,Branding,1664,Paid,United States,2025-02-08,2025-08-31,178.0,4.0
P007,Nova Systems,I1970,Benjamin Ramirez,Nova Systems,Social Media,902,Paid,Germany,2024-01-21,2024-11-17,482.5,3.0
P004,InfinitX,I1971,Carrie Schmidt,InfinitX,Analytics,1890,Pending,Germany,2024-08-26,2025-04-08,185.0,2.0
P010,InfinitX,I1972,Eric Porter,InfinitX,Branding,1316,Pending,Canada,2024-08-02,2025-01-17,1043.0,5.0
P007,Green Energy,I1973,Megan Farmer,Green Energy,SEO,1746,Pending,Canada,2024-12-19,2025-06-26,623.0,5.0
P006,CloudSoft,I1974,Kaitlyn Willis,CloudSoft,SEO,1103,Pending,Nigeria,2024-08-18,2025-01-19,482.5,1.0
P008,CloudSoft,I1975,Lee Novak,CloudSoft,Branding,284,Pending,Germany,2024-07-31,2025-10-11,782.0,3.0
P009,Green Energy,I1976,Chad Herman,Green Energy,Growth Strategy,971,Pending,United States,2024-01-29,2024-03-07,21.0,5.0
P006,Betta Ltd.,I1977,Michael Tate,Betta Ltd.,Cloud Migration,265,Failed,United States,2025-03-30,2025-10-17,482.5,1.0
P007,EcoTrans,I1978,Kenneth Hughes,EcoTrans,Branding,334,Pending,Nigeria,2024-08-06,2025-03-13,210.0,3.0
P007,EcoTrans,I1979,Steven Munoz,EcoTrans,Masterclass,1366,Pending,Nigeria,2024-06-29,2025-04-05,309.0,3.0
P005,EcoTrans,I1980,Steven Brown,EcoTrans,SEO,1251,Paid,Germany,2025-08-14,2025-09-19,289.0,4.0
P006,EcoTrans,I1981,David Price,EcoTrans,Analytics,1528,Pending,United States,2024-11-06,2025-03-15,1143.0,2.0
P005,CloudSoft,I1982,Jessica Bell,CloudSoft,Growth Strategy,1697,Pending,Nigeria,2024-06-03,2024-10-06,438.0,3.0
P003,Green Energy,I1983,Nicole Butler,Green Energy,Social Media,391,Failed,Germany,2024-07-22,2024-08-11,122.0,3.0
P002,CloudSoft,I1984,Travis Turner MD,CloudSoft,Growth Strategy,759,Pending,Nigeria,2024-07-15,2025-03-28,482.5,5.0
P005,InfinitX,I1985,Alfred Mann,InfinitX,Branding,1612,Failed,United Kingdom,2024-02-05,2025-02-12,657.0,2.0
